"BeachName","DOW","Date","MonitoringOrg","Ecoli_1dGM","Ecoli_30dGM","Ecoli_units","ClosureYN","ClosureReason"
"Cedar - Main","27003900",2023-07-31,"MPRB",14.85,30.48,"cfu","N",""
"Cedar - Point","27003900",2023-07-31,"MPRB",140.2,62.6,"cfu","N",""
"Hiawatha","27001800",2023-07-31,"MPRB",115.85,251.06,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2023-08-07,"MPRB",315.55,9.72,"cfu","N",""
"Harriet - SE","27001600",2023-08-07,"MPRB",20.9,16.67,"cfu","N",""
"Hiawatha","27001800",2023-08-07,"MPRB",63.25,121.12,"cfu","N",""
"Nokomis - 50th","27001900",2023-08-07,"MPRB",3.6,6.66,"cfu","N",""
"Nokomis - Main","27001900",2023-08-07,"MPRB",13.53,7.3,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-08-07,"MPRB",192.45,45.48,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-08-07,"MPRB",92.75,11.69,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-08-07,"MPRB",56.4,52.75,"cfu","N",""
"Wirth","27003700",2023-08-07,"MPRB",32.3,5.67,"cfu","N",""
"Cedar - East","27003900",2023-08-07,"MPRB",1.5,1.44,"cfu","N",""
"Cedar - Main","27003900",2023-08-07,"MPRB",1086.15,51.71,"cfu","N",""
"Cedar - Point","27003900",2023-08-07,"MPRB",1336.5,132.47,"cfu","Y","ecoli_1dayGM"
"Harriet - Main","27001600",2023-08-14,"MPRB",49.45,14.95,"cfu","N",""
"Harriet - SE","27001600",2023-08-14,"MPRB",547.3,30.36,"cfu","N",""
"Nokomis - 50th","27001900",2023-08-14,"MPRB",155.2,13.43,"cfu","N",""
"Nokomis - Main","27001900",2023-08-14,"MPRB",4.15,9.8,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-08-14,"MPRB",18.9,19.4,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-08-14,"MPRB",31.6,81.45,"cfu","N",""
"Wirth","27003700",2023-08-14,"MPRB",17.17,10.02,"cfu","N",""
"Cedar - East","27003900",2023-08-14,"MPRB",37.95,2.98,"cfu","N",""
"Cedar - Main","27003900",2023-08-14,"MPRB",56.55,68.92,"cfu","N",""
"Hiawatha","27001800",2023-08-14,"MPRB",1356.65,212.99,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2023-08-14,"MPRB",1274.65,112.21,"cfu","Y","ecoli_1dayGM"
"Cedar - Point","27003900",2023-08-14,"MPRB",81.45,130.01,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2023-08-16,"MPRB",607.7,NA,"cfu","N",""
"Harriet - Main","27001600",2023-08-21,"MPRB",1246.65,58.72,"cfu","N",""
"Harriet - SE","27001600",2023-08-21,"MPRB",28.35,30.12,"cfu","N",""
"Hiawatha","27001800",2023-08-21,"MPRB",34.85,117.17,"cfu","N",""
"Nokomis - 50th","27001900",2023-08-21,"MPRB",7.95,11.03,"cfu","N",""
"Nokomis - Main","27001900",2023-08-21,"MPRB",5.75,6.6,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-08-21,"MPRB",10.7,99.52,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-08-21,"MPRB",73.95,27.14,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-08-21,"MPRB",13.35,66.64,"cfu","N",""
"Wirth","27003700",2023-08-21,"MPRB",435.65,31.14,"cfu","N",""
"Cedar - East","27003900",2023-08-21,"MPRB",1.5,3.24,"cfu","N",""
"Cedar - Main","27003900",2023-08-21,"MPRB",5.8,38.31,"cfu","N",""
"Cedar - Point","27003900",2023-08-21,"MPRB",4.65,98.06,"cfu","N",""
"Harriet - Main","27001600",2023-08-28,"MPRB",8.65,58.72,"cfu","N",""
"Harriet - SE","27001600",2023-08-28,"MPRB",4.15,19.42,"cfu","N",""
"Hiawatha","27001800",2023-08-28,"MPRB",19.1,92.07,"cfu","N",""
"Nokomis - 50th","27001900",2023-08-28,"MPRB",6.95,9.42,"cfu","N",""
"Nokomis - Main","27001900",2023-08-28,"MPRB",5.75,5.4,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2023-08-28,"MPRB",330.55,113.33,"cfu","N",""
"Bde Maka Ska - Main","27003100",2023-08-28,"MPRB",57.57,35.86,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2023-08-28,"MPRB",1016.35,90.11,"cfu","N",""
"Wirth","27003700",2023-08-28,"MPRB",220.4,91.6,"cfu","N",""
"Cedar - East","27003900",2023-08-28,"MPRB",4.65,3.31,"cfu","N",""
"Cedar - Main","27003900",2023-08-28,"MPRB",1.5,23.98,"cfu","N",""
"Cedar - Point","27003900",2023-08-28,"MPRB",188.65,106.01,"cfu","N",""
"Nokomis - Main","27001900",2024-05-20,"MPRB",4.65,NA,"cfu","N",""
"Wirth","27003700",2024-05-20,"MPRB",7.13,NA,"cfu","N",""
"Nokomis - Main","27001900",2024-05-28,"MPRB",62.97,NA,"cfu","N",""
"Wirth","27003700",2024-05-28,"MPRB",9.7,NA,"cfu","N",""
"Harriet - Main","27001600",2024-06-03,"MPRB",94.7,NA,"cfu","N",""
"Harriet - SE","27001600",2024-06-03,"MPRB",88.55,NA,"cfu","N",""
"Hiawatha","27001800",2024-06-03,"MPRB",1034.85,NA,"cfu","N",""
"Nokomis - 50th","27001900",2024-06-03,"MPRB",11.45,NA,"cfu","N",""
"Nokomis - Main","27001900",2024-06-03,"MPRB",22.9,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2024-06-03,"MPRB",126.3,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-06-03,"MPRB",224.85,NA,"cfu","N",""
"Wirth","27003700",2024-06-03,"MPRB",51.5,NA,"cfu","N",""
"Cedar - East","27003900",2024-06-03,"MPRB",5.9,NA,"cfu","N",""
"Cedar - Main","27003900",2024-06-03,"MPRB",47.55,NA,"cfu","N",""
"Cedar - Point","27003900",2024-06-03,"MPRB",65.15,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2024-06-03,"MPRB",1528.57,NA,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2024-06-05,"MPRB",15.83,NA,"cfu","N",""
"Harriet - Main","27001600",2024-06-10,"MPRB",5.35,NA,"cfu","N",""
"Harriet - SE","27001600",2024-06-10,"MPRB",7.5,NA,"cfu","N",""
"Hiawatha","27001800",2024-06-10,"MPRB",93.3,NA,"cfu","N",""
"Nokomis - 50th","27001900",2024-06-10,"MPRB",1,NA,"cfu","N",""
"Nokomis - Main","27001900",2024-06-10,"MPRB",2.55,NA,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2024-06-10,"MPRB",8.85,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2024-06-10,"MPRB",48,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-06-10,"MPRB",1,NA,"cfu","N",""
"Wirth","27003700",2024-06-10,"MPRB",10.35,NA,"cfu","N",""
"Cedar - East","27003900",2024-06-10,"MPRB",1,NA,"cfu","N",""
"Cedar - Main","27003900",2024-06-10,"MPRB",5.3,NA,"cfu","N",""
"Cedar - Point","27003900",2024-06-10,"MPRB",9.05,NA,"cfu","N",""
"Harriet - Main","27001600",2024-06-17,"MPRB",115.75,NA,"cfu","N",""
"Hiawatha","27001800",2024-06-17,"MPRB",796.75,NA,"cfu","N",""
"Nokomis - 50th","27001900",2024-06-17,"MPRB",44.9,NA,"cfu","N",""
"Nokomis - Main","27001900",2024-06-17,"MPRB",30.95,13.95,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2024-06-17,"MPRB",248.1,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2024-06-17,"MPRB",170.45,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-06-17,"MPRB",93.97,NA,"cfu","N",""
"Wirth","27003700",2024-06-17,"MPRB",19.5,14.84,"cfu","N",""
"Cedar - East","27003900",2024-06-17,"MPRB",28.5,NA,"cfu","N",""
"Cedar - Main","27003900",2024-06-17,"MPRB",402.95,NA,"cfu","N",""
"Cedar - Point","27003900",2024-06-17,"MPRB",20,NA,"cfu","N",""
"Harriet - SE","27001600",2024-06-17,"MPRB",1356.65,NA,"cfu","Y","ecoli_1dayGM"
"Harriet - SE","27001600",2024-06-20,"MPRB",70.5,NA,"cfu","N",""
"Harriet - Main","27001600",2024-06-24,"MPRB",78.15,NA,"cfu","N",""
"Harriet - SE","27001600",2024-06-24,"MPRB",54.8,NA,"cfu","N",""
"Hiawatha","27001800",2024-06-24,"MPRB",294.8,NA,"cfu","N",""
"Nokomis - 50th","27001900",2024-06-24,"MPRB",122.85,NA,"cfu","N",""
"Nokomis - Main","27001900",2024-06-24,"MPRB",30.7,20.35,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2024-06-24,"MPRB",126,NA,"cfu","N",""
"Bde Maka Ska - Main","27003100",2024-06-24,"MPRB",173.35,NA,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-06-24,"MPRB",314.35,NA,"cfu","N",""
"Wirth","27003700",2024-06-24,"MPRB",108.05,25.55,"cfu","N",""
"Cedar - East","27003900",2024-06-24,"MPRB",55.83,NA,"cfu","N",""
"Cedar - Main","27003900",2024-06-24,"MPRB",93.6,NA,"cfu","N",""
"Cedar - Point","27003900",2024-06-24,"MPRB",55.05,NA,"cfu","N",""
"Harriet - SE","27001600",2024-07-01,"MPRB",377.7,113.27,"cfu","N",""
"Nokomis - 50th","27001900",2024-07-01,"MPRB",6.85,13.4,"cfu","N",""
"Nokomis - Main","27001900",2024-07-01,"MPRB",36.1,18.21,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-07-01,"MPRB",291.65,72.02,"cfu","N",""
"Wirth","27003700",2024-07-01,"MPRB",9.65,25.53,"cfu","N",""
"Cedar - East","27003900",2024-07-01,"MPRB",2,7.16,"cfu","N",""
"Cedar - Main","27003900",2024-07-01,"MPRB",23.77,46.86,"cfu","N",""
"Cedar - Point","27003900",2024-07-01,"MPRB",12.4,24.05,"cfu","N",""
"Harriet - Main","27001600",2024-07-01,"MPRB",1618,94.19,"cfu","Y","ecoli_1dayGM"
"Hiawatha","27001800",2024-07-01,"MPRB",159.05,324.66,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2024-07-01,"MPRB",267.65,162.46,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2024-07-01,"MPRB",206.25,129.87,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2024-07-08,"MPRB",15.45,65.55,"cfu","N",""
"Nokomis - 50th","27001900",2024-07-08,"MPRB",42.85,17.45,"cfu","N",""
"Nokomis - Main","27001900",2024-07-08,"MPRB",106.4,24.76,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2024-07-08,"MPRB",78.7,89.76,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-07-08,"MPRB",35.1,49.67,"cfu","N",""
"Wirth","27003700",2024-07-08,"MPRB",10.85,18.69,"cfu","N",""
"Cedar - East","27003900",2024-07-08,"MPRB",4.2,6.69,"cfu","N",""
"Cedar - Main","27003900",2024-07-08,"MPRB",6.45,31.42,"cfu","N",""
"Cedar - Point","27003900",2024-07-08,"MPRB",84.9,25.36,"cfu","N",""
"Harriet - SE","27001600",2024-07-08,"MPRB",216.95,135.51,"cfu","Y","ecoli_30dayGM"
"Hiawatha","27001800",2024-07-08,"MPRB",179.15,228.61,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2024-07-08,"MPRB",241.8,147.88,"cfu","Y","ecoli_30dayGM"
"Nokomis - 50th","27001900",2024-07-15,"MPRB",55.4,38.95,"cfu","N",""
"Nokomis - Main","27001900",2024-07-15,"MPRB",89.55,50.45,"cfu","N",""
"Wirth","27003700",2024-07-15,"MPRB",23.5,21.11,"cfu","N",""
"Cedar - East","27003900",2024-07-15,"MPRB",69.8,15.63,"cfu","N",""
"Cedar - Main","27003900",2024-07-15,"MPRB",102.3,56.8,"cfu","N",""
"Cedar - Point","27003900",2024-07-15,"MPRB",32.8,32.81,"cfu","N",""
"Harriet - Main","27001600",2024-07-15,"MPRB",257.97,142.27,"cfu","Y","ecoli_30dayGM"
"Harriet - SE","27001600",2024-07-15,"MPRB",654.05,331.19,"cfu","Y","ecoli_30dayGM"
"Hiawatha","27001800",2024-07-15,"MPRB",829.65,353.92,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2024-07-15,"MPRB",2419.8,323.91,"cfu","Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2024-07-15,"MPRB",1190.85,239.27,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2024-07-15,"MPRB",263.4,151.44,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2024-07-22,"MPRB",14,93.25,"cfu","N",""
"Nokomis - 50th","27001900",2024-07-22,"MPRB",633.05,66.13,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-07-22,"MPRB",30,120.52,"cfu","N",""
"Wirth","27003700",2024-07-22,"MPRB",326.35,37.09,"cfu","N",""
"Cedar - East","27003900",2024-07-22,"MPRB",7.75,12.05,"cfu","N",""
"Cedar - Main","27003900",2024-07-22,"MPRB",95.75,42.62,"cfu","N",""
"Cedar - Point","27003900",2024-07-22,"MPRB",42.85,38.21,"cfu","N",""
"Harriet - SE","27001600",2024-07-22,"MPRB",41.4,164.81,"cfu","Y","ecoli_30dayGM"
"Hiawatha","27001800",2024-07-22,"MPRB",2420,441.97,"cfu","Y","ecoli_1dayGM"
"Nokomis - Main","27001900",2024-07-22,"MPRB",98.3,63.57,"cfu","Y","microcystin"
"Bde Maka Ska - 32nd","27003100",2024-07-22,"MPRB",68,184.7,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2024-07-22,"MPRB",60.8,263.57,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2024-07-29,"MPRB",4.7,53.15,"cfu","N",""
"Nokomis - Main","27001900",2024-07-29,"MPRB",65.95,74.07,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-07-29,"MPRB",11.75,62.46,"cfu","N",""
"Cedar - East","27003900",2024-07-29,"MPRB",12.75,8.97,"cfu","N",""
"Cedar - Main","27003900",2024-07-29,"MPRB",40.3,36.01,"cfu","N",""
"Cedar - Point","27003900",2024-07-29,"MPRB",4.65,23.31,"cfu","N",""
"Harriet - SE","27001600",2024-07-29,"MPRB",2076.45,340.95,"cfu","Y","ecoli_1dayGM"
"Hiawatha","27001800",2024-07-29,"MPRB",1855.37,638.53,"cfu","Y","ecoli_1dayGM"
"Nokomis - 50th","27001900",2024-07-29,"MPRB",96.25,62.98,"cfu","Y","microcystin"
"Bde Maka Ska - 32nd","27003100",2024-07-29,"MPRB",52.15,154.82,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2024-07-29,"MPRB",104.65,238.26,"cfu","Y","ecoli_30dayGM"
"Wirth","27003700",2024-07-29,"MPRB",1305.2,NA,"cfu","Y","ecoli_1dayGM"
"Wirth","27003700",2024-07-31,"MPRB",29,28.51,"cfu","N",""
"Harriet - Main","27001600",2024-08-05,"MPRB",38.5,25.16,"cfu","N",""
"Nokomis - 50th","27001900",2024-08-05,"MPRB",77.93,102.44,"cfu","N",""
"Nokomis - Main","27001900",2024-08-05,"MPRB",50.3,79.22,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-08-05,"MPRB",15.7,34.95,"cfu","N",""
"Wirth","27003700",2024-08-05,"MPRB",650.8,66.18,"cfu","N",""
"Cedar - East","27003900",2024-08-05,"MPRB",12.2,12.83,"cfu","N",""
"Cedar - Main","27003900",2024-08-05,"MPRB",26.3,36.8,"cfu","N",""
"Cedar - Point","27003900",2024-08-05,"MPRB",38.6,29.24,"cfu","N",""
"Harriet - SE","27001600",2024-08-05,"MPRB",10.35,166.53,"cfu","Y","ecoli_30dayGM"
"Hiawatha","27001800",2024-08-05,"MPRB",406.95,770.53,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2024-08-05,"MPRB",147.9,137.43,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2024-08-05,"MPRB",344.8,241.47,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2024-08-12,"MPRB",30.25,28.78,"cfu","N",""
"Harriet - SE","27001600",2024-08-12,"MPRB",20.55,103.94,"cfu","N",""
"Nokomis - 50th","27001900",2024-08-12,"MPRB",33,97.23,"cfu","N",""
"Nokomis - Main","27001900",2024-08-12,"MPRB",821.73,119.23,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2024-08-12,"MPRB",24.3,108.64,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-08-12,"MPRB",6.3,24.79,"cfu","N",""
"Cedar - East","27003900",2024-08-12,"MPRB",4.65,13.09,"cfu","N",""
"Cedar - Main","27003900",2024-08-12,"MPRB",14.9,43.51,"cfu","N",""
"Cedar - Point","27003900",2024-08-12,"MPRB",3.1,15.08,"cfu","N",""
"Hiawatha","27001800",2024-08-12,"MPRB",66.75,632.47,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2024-08-12,"MPRB",410,268.36,"cfu","Y","ecoli_30dayGM"
"Wirth","27003700",2024-08-12,"MPRB",654.3,150.24,"cfu","Y","ecoli_30dayGM"
"Harriet - Main","27001600",2024-08-19,"MPRB",10.3,15.12,"cfu","N",""
"Harriet - SE","27001600",2024-08-19,"MPRB",6.45,41.26,"cfu","N",""
"Nokomis - 50th","27001900",2024-08-19,"MPRB",9.15,67.82,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2024-08-19,"MPRB",15.4,45.53,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-08-19,"MPRB",28.8,15.92,"cfu","N",""
"Cedar - East","27003900",2024-08-19,"MPRB",1,5.6,"cfu","N",""
"Cedar - Main","27003900",2024-08-19,"MPRB",8.5,26.45,"cfu","N",""
"Cedar - Point","27003900",2024-08-19,"MPRB",16.55,13.15,"cfu","N",""
"Hiawatha","27001800",2024-08-19,"MPRB",153.8,451.49,"cfu","Y","ecoli_30dayGM"
"Nokomis - Main","27001900",2024-08-19,"MPRB",100.15,121.92,"cfu","Y","microcystin"
"Bde Maka Ska - Main","27003100",2024-08-19,"MPRB",355.35,182.85,"cfu","Y","ecoli_30dayGM"
"Wirth","27003700",2024-08-19,"MPRB",661.4,305.57,"cfu","Y","ecoli_30dayGM"
"Nokomis - 50th","27001900",2024-08-20,"MPRB",8.6,NA,"cfu","N",""
"Nokomis - Main","27001900",2024-08-20,"MPRB",722.9,NA,"cfu","N",""
"Nokomis - 50th","27001900",2024-08-21,"MPRB",8.55,NA,"cfu","N",""
"Nokomis - Main","27001900",2024-08-21,"MPRB",431,NA,"cfu","N",""
"Harriet - Main","27001600",2024-08-26,"MPRB",19.75,16.19,"cfu","N",""
"Harriet - SE","27001600",2024-08-26,"MPRB",491.35,67.68,"cfu","N",""
"Nokomis - 50th","27001900",2024-08-26,"MPRB",104.75,47.33,"cfu","N",""
"Bde Maka Ska - 32nd","27003100",2024-08-26,"MPRB",1239.93,81.38,"cfu","N",""
"Bde Maka Ska - Thomas","27003100",2024-08-26,"MPRB",48.45,17.52,"cfu","N",""
"Cedar - East","27003900",2024-08-26,"MPRB",4.25,5.29,"cfu","N",""
"Cedar - Main","27003900",2024-08-26,"MPRB",10.5,17,"cfu","N",""
"Cedar - Point","27003900",2024-08-26,"MPRB",87.5,15.17,"cfu","N",""
"Hiawatha","27001800",2024-08-26,"MPRB",866.45,367.65,"cfu","Y","ecoli_30dayGM"
"Nokomis - Main","27001900",2024-08-26,"MPRB",201.85,140.79,"cfu","Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2024-08-26,"MPRB",24.65,293.69,"cfu","Y","ecoli_30dayGM"
"Wirth","27003700",2024-08-26,"MPRB",2420,456.18,"cfu","Y","ecoli_1dayGM"
